sale_date,sale_year,sale_month,sale_quarter,weekday,store,region,category,product_name,quantity,unit_price,total_sales
2024-10-26,2024.0,10.0,4.0,Saturday,Store C,WEST,ACCESSORIES,Smart Phone X,1,1655.06,1655.06
2024-05-26,2024.0,5.0,2.0,Sunday,Store B,EAST,ELECTRONICS,Laptop Pro15,3,290.27,752.9
2024-08-14,2024.0,8.0,3.0,Wednesday,Store-E,NORTH,ELECTRONICS,Tablet Plus,5,1864.12,3022.31
2024-07-05,2024.0,7.0,3.0,Friday,Store C,WEST,ELECTRONICS,Smart Phone X,6,572.74,4527.66
2024-03-22,2024.0,3.0,1.0,Friday,Store C,EAST,ACCESSORIES,Tablet,9,1410.12,2857.04
2024-03-08,2024.0,3.0,1.0,Friday,Store-D,EAST,ACCESSORIES,Tablet Plus,3,458.38,37.16
2024-09-19,2024.0,9.0,3.0,Thursday,Store D,WEST,ELECTRONICS,Ltp Pro 15,3,1898.13,5694.39
2024-10-15,2024.0,10.0,4.0,Tuesday,Store-C,EAST,ACCESSORIES,Laptop Pro 15,3,1072.43,3359.79
2024-05-23,2024.0,5.0,2.0,Thursday,Store-E,SOUTH,ACCESSORIES,Smart Phone X,10,1306.67,26.39
2024-06-20,2024.0,6.0,2.0,Thursday,Store C,EAST,ELECTRONICS,Laptop Pro 15,5,282.7,1413.5
2024-06-03,2024.0,6.0,2.0,Monday,Store A,EAST,ACCESSORIES,Tablet Plus,1,1597.04,1597.04
2024-04-13,2024.0,4.0,2.0,Saturday,Store-A,SOUTH,ELECTRONICS,Tablet,9,131.61,357.12
2024-09-10,2024.0,9.0,3.0,Tuesday,Store-D,EAST,ACCESSORIES,Tablet,7,173.09,1211.63
2024-06-03,2024.0,6.0,2.0,Monday,Store-A,EAST,ELECTRONICS,Laptop Pro15,9,160.65,4805.95
2024-09-03,2024.0,9.0,3.0,Tuesday,Store E,EAST,ELECTRONICS,Smartfone X,6,718.53,4311.18
2024-05-31,2024.0,5.0,2.0,Friday,Store-B,SOUTH,ELECTRONICS,Smart Phone X,6,1165.68,2569.66
2024-03-10,2024.0,3.0,1.0,Sunday,Store D,NORTH,ELECTRONICS,Laptop Pro 15,7,1747.13,2920.39
2024-03-09,2024.0,3.0,1.0,Saturday,Store-E,NORTH,ACCESSORIES,Ltp Pro 15,1,131.39,131.39
2024-07-18,2024.0,7.0,3.0,Thursday,Store-D,EAST,ACCESSORIES,Smartphone X,7,1143.22,4374.86
2024-11-29,2024.0,11.0,4.0,Friday,Store-B,SOUTH,ACCESSORIES,Ltp Pro 15,7,143.25,825.02
2024-05-01,2024.0,5.0,2.0,Wednesday,Store-B,WEST,ACCESSORIES,Laptop Pro - 15,9,906.32,8156.88
2024-03-06,2024.0,3.0,1.0,Wednesday,Store E,WEST,ACCESSORIES,Smartphone X,10,264.46,2644.6
2024-03-18,2024.0,3.0,1.0,Monday,Store-A,EAST,ACCESSORIES,Laptop Pro15,8,39.77,318.16
2024-11-13,2024.0,11.0,4.0,Wednesday,Store-C,EAST,ELECTRONICS,Tablet Plus,4,429.2,1642.17
2024-02-25,2024.0,2.0,1.0,Sunday,Store A,EAST,ELECTRONICS,Smart Phone X,2,1751.63,2500.84
2024-08-12,2024.0,8.0,3.0,Monday,Store-A,EAST,ELECTRONICS,Laptop Pro - 15,7,493.1,2527.05
2024-12-29,2024.0,12.0,4.0,Sunday,Store-C,WEST,ACCESSORIES,Ltp Pro 15,8,1554.76,12438.08
2024-10-16,2024.0,10.0,4.0,Wednesday,Store-D,EAST,ELECTRONICS,Tablet,9,678.9,2185.23
2024-08-17,2024.0,8.0,3.0,Saturday,Store B,SOUTH,ACCESSORIES,Laptop Pro15,4,449.19,4960.89
2024-07-26,2024.0,7.0,3.0,Friday,Store B,SOUTH,ACCESSORIES,Smart Phone X,9,494.09,4446.81
2024-08-29,2024.0,8.0,3.0,Thursday,Store-E,WEST,ACCESSORIES,Tablet,1,658.68,658.68
2024-05-24,2024.0,5.0,2.0,Friday,Store-A,WEST,ELECTRONICS,Tablet Plus,4,1275.39,5101.56
2024-08-28,2024.0,8.0,3.0,Wednesday,Store-D,NORTH,ELECTRONICS,Smartphone X,6,40.75,244.5
2024-07-14,2024.0,7.0,3.0,Sunday,Store-B,NORTH,ELECTRONICS,Tablet,8,430.63,3445.04
2024-06-03,2024.0,6.0,2.0,Monday,Store C,NORTH,ELECTRONICS,Laptop Pro 15,2,1907.37,1716.95
2024-12-20,2024.0,12.0,4.0,Friday,Store-B,EAST,ACCESSORIES,Smartfone X,5,698.58,4342.24
2024-11-14,2024.0,11.0,4.0,Thursday,Store-B,SOUTH,ELECTRONICS,Ltp Pro 15,4,1607.03,4628.84
2024-10-08,2024.0,10.0,4.0,Tuesday,Store B,NORTH,ELECTRONICS,Tablet Plus,7,1895.87,13271.09
2024-10-05,2024.0,10.0,4.0,Saturday,Store A,SOUTH,ELECTRONICS,Ltp Pro 15,6,19.41,116.46
2024-05-26,2024.0,5.0,2.0,Sunday,Store-D,SOUTH,ELECTRONICS,Tablet Plus,6,246.74,1480.44
2024-08-03,2024.0,8.0,3.0,Saturday,Store A,EAST,ACCESSORIES,Ltp Pro 15,1,1286.78,1225.4
2024-06-01,2024.0,6.0,2.0,Saturday,Store D,EAST,ACCESSORIES,Smart Phone X,2,587.07,1174.14
2024-06-13,2024.0,6.0,2.0,Thursday,Store C,WEST,ELECTRONICS,Ltp Pro 15,5,1480.58,2287.77
2024-06-20,2024.0,6.0,2.0,Thursday,Store B,NORTH,ELECTRONICS,Laptop Pro - 15,10,1755.01,1119.08
2024-08-15,2024.0,8.0,3.0,Thursday,Store E,WEST,ACCESSORIES,Laptop Pro - 15,5,520.51,152.51
2024-05-12,2024.0,5.0,2.0,Sunday,Store C,SOUTH,ELECTRONICS,Tablet,3,1915.95,5747.85
2024-08-25,2024.0,8.0,3.0,Sunday,Store-C,WEST,ELECTRONICS,Tablet,3,1192.64,3577.92
2024-11-27,2024.0,11.0,4.0,Wednesday,Store-A,EAST,ACCESSORIES,Tablet Plus,7,517.29,3621.03
2024-04-20,2024.0,4.0,2.0,Saturday,Store-C,SOUTH,ELECTRONICS,Ltp Pro 15,3,1446.42,4339.26
2024-07-01,2024.0,7.0,3.0,Monday,Store D,EAST,ACCESSORIES,Laptop Pro 15,5,258.59,1287.65
2024-07-04,2024.0,7.0,3.0,Thursday,Store-D,NORTH,ELECTRONICS,Smart Phone X,2,967.98,1935.96
2024-06-14,2024.0,6.0,2.0,Friday,Store B,SOUTH,ELECTRONICS,Tablet,1,1836.59,244.38
2024-02-28,2024.0,2.0,1.0,Wednesday,Store B,NORTH,ELECTRONICS,Laptop Pro - 15,5,668.49,3342.45
2024-11-26,2024.0,11.0,4.0,Tuesday,Store-C,NORTH,ACCESSORIES,Smartphone X,2,206.57,1645.41
2024-10-28,2024.0,10.0,4.0,Monday,Store C,SOUTH,ACCESSORIES,Laptop Pro15,2,668.33,648.64
2024-07-20,2024.0,7.0,3.0,Saturday,Store C,EAST,ELECTRONICS,Tablet,9,325.39,2741.35
2024-01-15,2024.0,1.0,1.0,Monday,Store E,EAST,ACCESSORIES,Laptop Pro15,6,1270.51,7623.06
2024-05-10,2024.0,5.0,2.0,Friday,Store E,WEST,ACCESSORIES,Tablet,3,1484.13,1844.92
2024-09-04,2024.0,9.0,3.0,Wednesday,Store E,EAST,ACCESSORIES,Laptop Pro - 15,5,351.22,1756.1
2024-07-30,2024.0,7.0,3.0,Tuesday,Store-B,WEST,ELECTRONICS,Smartfone X,2,777.92,1590.74
2024-01-02,2024.0,1.0,1.0,Tuesday,Store D,NORTH,ACCESSORIES,Tablet,10,1376.58,13765.8
2024-10-03,2024.0,10.0,4.0,Thursday,Store E,SOUTH,ACCESSORIES,Smartphone X,10,1366.95,13669.5
2024-04-05,2024.0,4.0,2.0,Friday,Store-E,SOUTH,ELECTRONICS,Laptop Pro - 15,1,1514.73,1959.33
2024-02-02,2024.0,2.0,1.0,Friday,Store D,EAST,ELECTRONICS,Laptop Pro - 15,8,1092.46,8739.68
2024-10-02,2024.0,10.0,4.0,Wednesday,Store-E,NORTH,ACCESSORIES,Laptop Pro 15,4,815.84,376.77
2024-12-05,2024.0,12.0,4.0,Thursday,Store A,WEST,ELECTRONICS,Smart Phone X,9,1082.62,9743.58
2024-03-20,2024.0,3.0,1.0,Wednesday,Store-C,NORTH,ELECTRONICS,Laptop Pro - 15,7,1423.21,9962.47
2024-04-24,2024.0,4.0,2.0,Wednesday,Store-A,WEST,ACCESSORIES,Ltp Pro 15,8,1293.06,10344.48
2024-05-21,2024.0,5.0,2.0,Tuesday,Store-D,EAST,ACCESSORIES,Laptop Pro 15,8,641.52,5132.16
2024-05-17,2024.0,5.0,2.0,Friday,Store D,EAST,ELECTRONICS,Smartfone X,8,1292.15,10337.2
2024-01-16,2024.0,1.0,1.0,Tuesday,Store C,WEST,ACCESSORIES,Smart Phone X,3,840.14,1481.02
2024-03-16,2024.0,3.0,1.0,Saturday,Store-A,EAST,ELECTRONICS,Ltp Pro 15,1,1867.8,2680.06
2024-09-15,2024.0,9.0,3.0,Sunday,Store-C,NORTH,ELECTRONICS,Ltp Pro 15,10,1170.44,564.13
2024-09-08,2024.0,9.0,3.0,Sunday,Store E,WEST,ELECTRONICS,Laptop Pro 15,3,115.22,345.66
2024-07-10,2024.0,7.0,3.0,Wednesday,Store B,EAST,ACCESSORIES,Tablet,1,1219.75,2610.15
2024-08-21,2024.0,8.0,3.0,Wednesday,Store-B,SOUTH,ACCESSORIES,Laptop Pro - 15,6,913.98,5483.88
2024-03-05,2024.0,3.0,1.0,Tuesday,Store-A,EAST,ACCESSORIES,Smartphone X,9,1571.6,14144.4
2024-01-06,2024.0,1.0,1.0,Saturday,Store-C,EAST,ACCESSORIES,Smart Phone X,9,1128.04,3668.64
2024-05-07,2024.0,5.0,2.0,Tuesday,Store A,EAST,ACCESSORIES,Tablet,2,860.26,1097.3
2024-01-29,2024.0,1.0,1.0,Monday,Store D,WEST,ELECTRONICS,Tablet,6,1185.45,7112.7
2024-03-18,2024.0,3.0,1.0,Monday,Store-E,SOUTH,ELECTRONICS,Laptop Pro15,7,182.48,1277.36
2024-08-24,2024.0,8.0,3.0,Saturday,Store-B,NORTH,ACCESSORIES,Laptop Pro 15,3,1226.62,3537.33
2024-02-29,2024.0,2.0,1.0,Thursday,Store D,SOUTH,ACCESSORIES,Laptop Pro 15,6,1979.46,11876.76
2024-04-26,2024.0,4.0,2.0,Friday,Store B,SOUTH,ELECTRONICS,Smartphone X,1,546.74,4169.81
2024-06-21,2024.0,6.0,2.0,Friday,Store E,EAST,ELECTRONICS,Smartfone X,8,528.64,4229.12
2024-02-26,2024.0,2.0,1.0,Monday,Store D,WEST,ACCESSORIES,Smartfone X,7,848.76,5941.32
2024-05-12,2024.0,5.0,2.0,Sunday,Store D,WEST,ACCESSORIES,Tablet,7,1592.15,11145.05
2024-07-09,2024.0,7.0,3.0,Tuesday,Store E,WEST,ELECTRONICS,Laptop Pro 15,5,231.2,4748.68
2024-12-03,2024.0,12.0,4.0,Tuesday,Store C,EAST,ELECTRONICS,Laptop Pro15,1,901.49,901.49
2024-01-22,2024.0,1.0,1.0,Monday,Store B,NORTH,ELECTRONICS,Laptop Pro - 15,1,1083.52,1083.52
2024-07-19,2024.0,7.0,3.0,Friday,Store D,NORTH,ACCESSORIES,Tablet,10,949.01,9490.1
2024-02-20,2024.0,2.0,1.0,Tuesday,Store-B,EAST,ELECTRONICS,Smartfone X,10,860.99,8609.9
2024-12-24,2024.0,12.0,4.0,Tuesday,Store D,NORTH,ELECTRONICS,Tablet,8,953.93,7631.44
2024-01-24,2024.0,1.0,1.0,Wednesday,Store-A,NORTH,ELECTRONICS,Laptop Pro 15,4,707.86,3366.1
2024-01-14,2024.0,1.0,1.0,Sunday,Store-C,WEST,ACCESSORIES,Ltp Pro 15,9,1839.91,16559.19
2024-08-05,2024.0,8.0,3.0,Monday,Store B,SOUTH,ACCESSORIES,Ltp Pro 15,5,1772.39,8861.95
2024-09-05,2024.0,9.0,3.0,Thursday,Store-C,SOUTH,ELECTRONICS,Laptop Pro 15,6,70.23,127.66
2024-01-23,2024.0,1.0,1.0,Tuesday,Store E,NORTH,ELECTRONICS,Tablet Plus,6,1353.4,3657.92
2024-01-25,2024.0,1.0,1.0,Thursday,Store C,SOUTH,ELECTRONICS,Smartfone X,4,177.76,711.04
2024-03-30,2024.0,3.0,1.0,Saturday,Store C,WEST,ELECTRONICS,Smartphone X,3,844.65,2533.95
2024-08-16,2024.0,8.0,3.0,Friday,Store-D,EAST,ACCESSORIES,Smart Phone X,99,868.63,85994.37
2024-01-23,2024.0,1.0,1.0,Tuesday,Store-B,WEST,ELECTRONICS,Laptop Pro15,7,1811.03,12677.21
2024-12-05,2024.0,12.0,4.0,Thursday,Store E,EAST,ELECTRONICS,Tablet,10,1038.4,10384.0
2024-12-19,2024.0,12.0,4.0,Thursday,Store A,WEST,ELECTRONICS,Smartphone X,10,1450.13,1215.19
2024-07-02,2024.0,7.0,3.0,Tuesday,Store A,SOUTH,ELECTRONICS,Laptop Pro15,5,1490.38,7451.9
2024-02-19,2024.0,2.0,1.0,Monday,Store A,NORTH,ACCESSORIES,Laptop Pro 15,6,895.81,5374.86
2024-03-05,2024.0,3.0,1.0,Tuesday,Store-E,SOUTH,ELECTRONICS,Laptop Pro - 15,3,1962.91,3021.81
2024-08-01,2024.0,8.0,3.0,Thursday,Store-A,NORTH,ACCESSORIES,Smartphone X,3,221.34,664.02
2024-11-29,2024.0,11.0,4.0,Friday,Store A,WEST,ACCESSORIES,Laptop Pro - 15,8,1897.99,15183.92
2024-08-08,2024.0,8.0,3.0,Thursday,Store B,WEST,ACCESSORIES,Laptop Pro15,9,749.59,2771.11
2024-05-23,2024.0,5.0,2.0,Thursday,Store C,EAST,ELECTRONICS,Laptop Pro - 15,8,1270.4,386.56
2024-03-29,2024.0,3.0,1.0,Friday,Store-E,EAST,ACCESSORIES,Smartphone X,1,1531.84,142.16
2024-07-17,2024.0,7.0,3.0,Wednesday,Store E,WEST,ACCESSORIES,Smartphone X,5,50.23,251.15
2024-12-01,2024.0,12.0,4.0,Sunday,Store E,NORTH,ACCESSORIES,Smartfone X,3,1092.2,598.05
2024-03-21,2024.0,3.0,1.0,Thursday,Store E,NORTH,ELECTRONICS,Laptop Pro - 15,5,1152.51,5762.55
2024-08-24,2024.0,8.0,3.0,Saturday,Store B,EAST,ACCESSORIES,Smart Phone X,2,1780.73,3561.46
2024-03-17,2024.0,3.0,1.0,Sunday,Store-D,EAST,ELECTRONICS,Tablet Plus,2,981.36,2757.71
2024-08-11,2024.0,8.0,3.0,Sunday,Store E,EAST,ELECTRONICS,Tablet Plus,10,1840.02,18400.2
2024-11-21,2024.0,11.0,4.0,Thursday,Store C,EAST,ELECTRONICS,Smart Phone X,6,1311.03,7866.18
2024-12-11,2024.0,12.0,4.0,Wednesday,Store E,NORTH,ELECTRONICS,Tablet Plus,8,35.48,3209.66
2024-08-02,2024.0,8.0,3.0,Friday,Store-E,NORTH,ACCESSORIES,Laptop Pro 15,8,181.94,1455.52
2024-11-27,2024.0,11.0,4.0,Wednesday,Store-C,NORTH,ACCESSORIES,Tablet,9,344.06,3096.54
2024-07-17,2024.0,7.0,3.0,Wednesday,Store B,NORTH,ELECTRONICS,Laptop Pro 15,10,796.64,1458.94
2024-08-22,2024.0,8.0,3.0,Thursday,Store E,WEST,ELECTRONICS,Tablet Plus,9,793.15,7138.35
2024-09-03,2024.0,9.0,3.0,Tuesday,Store E,EAST,ELECTRONICS,Laptop Pro - 15,6,1721.68,10330.08
2024-01-19,2024.0,1.0,1.0,Friday,Store-C,NORTH,ELECTRONICS,Laptop Pro 15,9,70.33,632.97
2024-05-18,2024.0,5.0,2.0,Saturday,Store A,SOUTH,ELECTRONICS,Smart Phone X,7,244.83,1713.81
2024-12-05,2024.0,12.0,4.0,Thursday,Store-D,WEST,ELECTRONICS,Smart Phone X,4,1233.4,351.89
2024-10-14,2024.0,10.0,4.0,Monday,Store-A,EAST,ELECTRONICS,Laptop Pro 15,8,535.14,4672.08
2024-12-22,2024.0,12.0,4.0,Sunday,Store-A,WEST,ELECTRONICS,Smartphone X,9,1567.1,14103.9
2024-08-06,2024.0,8.0,3.0,Tuesday,Store B,NORTH,ELECTRONICS,Smartfone X,8,1001.68,8013.44
2024-03-05,2024.0,3.0,1.0,Tuesday,Store E,NORTH,ELECTRONICS,Smartfone X,4,1837.81,2430.7
2024-09-07,2024.0,9.0,3.0,Saturday,Store-D,EAST,ACCESSORIES,Tablet,2,1727.67,4176.66
2024-01-18,2024.0,1.0,1.0,Thursday,Store C,NORTH,ACCESSORIES,Tablet Plus,6,28.31,2183.16
2024-01-04,2024.0,1.0,1.0,Thursday,Store D,NORTH,ACCESSORIES,Smartphone X,10,772.52,7725.2
2024-08-24,2024.0,8.0,3.0,Saturday,Store-C,WEST,ACCESSORIES,Smartfone X,1,92.89,2520.06
2024-06-21,2024.0,6.0,2.0,Friday,Store C,NORTH,ACCESSORIES,Tablet Plus,1,827.76,827.76
2024-08-02,2024.0,8.0,3.0,Friday,Store D,NORTH,ELECTRONICS,Tablet,10,1593.09,15930.9
2024-03-06,2024.0,3.0,1.0,Wednesday,Store E,WEST,ELECTRONICS,Ltp Pro 15,6,154.15,924.9
2024-08-27,2024.0,8.0,3.0,Tuesday,Store-E,WEST,ACCESSORIES,Laptop Pro15,9,839.96,7559.64
2024-11-11,2024.0,11.0,4.0,Monday,Store-E,EAST,ACCESSORIES,Laptop Pro - 15,3,1299.99,3899.97
2024-07-18,2024.0,7.0,3.0,Thursday,Store-B,WEST,ELECTRONICS,Smartfone X,6,178.72,3688.3
2024-06-20,2024.0,6.0,2.0,Thursday,Store E,SOUTH,ACCESSORIES,Ltp Pro 15,2,542.23,3011.08
2024-11-20,2024.0,11.0,4.0,Wednesday,Store E,SOUTH,ELECTRONICS,Laptop Pro - 15,5,1639.97,8199.85
2024-01-21,2024.0,1.0,1.0,Sunday,Store B,SOUTH,ACCESSORIES,Laptop Pro - 15,4,1540.29,3060.26
2024-02-23,2024.0,2.0,1.0,Friday,Store-D,SOUTH,ACCESSORIES,Laptop Pro 15,6,1444.87,8669.22
2024-09-17,2024.0,9.0,3.0,Tuesday,Store-C,WEST,ELECTRONICS,Ltp Pro 15,8,1243.93,4198.8
2024-02-23,2024.0,2.0,1.0,Friday,Store A,NORTH,ELECTRONICS,Tablet Plus,1,736.8,1689.47
2024-02-09,2024.0,2.0,1.0,Friday,Store B,SOUTH,ELECTRONICS,Tablet,2,1701.65,3446.93
2024-02-28,2024.0,2.0,1.0,Wednesday,Store-E,SOUTH,ACCESSORIES,Laptop Pro 15,2,1473.78,1194.31
2024-08-05,2024.0,8.0,3.0,Monday,Store E,SOUTH,ACCESSORIES,Smartphone X,10,791.28,3191.46
2024-10-19,2024.0,10.0,4.0,Saturday,Store-D,NORTH,ELECTRONICS,Laptop Pro15,8,787.2,6297.6
2024-03-10,2024.0,3.0,1.0,Sunday,Store A,SOUTH,ACCESSORIES,Laptop Pro - 15,7,1557.49,10902.43
2024-11-16,2024.0,11.0,4.0,Saturday,Store-D,NORTH,ELECTRONICS,Tablet Plus,8,716.82,3169.04
2024-05-12,2024.0,5.0,2.0,Sunday,Store A,WEST,ACCESSORIES,Laptop Pro - 15,3,812.28,2436.84
2024-05-05,2024.0,5.0,2.0,Sunday,Store A,SOUTH,ACCESSORIES,Tablet,10,467.65,4676.5
2024-04-05,2024.0,4.0,2.0,Friday,Store B,NORTH,ACCESSORIES,Laptop Pro 15,1,83.26,83.26
2024-08-19,2024.0,8.0,3.0,Monday,Store-A,EAST,ELECTRONICS,Smart Phone X,9,283.55,2551.95
2024-09-13,2024.0,9.0,3.0,Friday,Store B,WEST,ELECTRONICS,Smartphone X,3,665.08,1995.24
2024-06-03,2024.0,6.0,2.0,Monday,Store E,SOUTH,ELECTRONICS,Laptop Pro15,2,479.99,33.7
2024-12-13,2024.0,12.0,4.0,Friday,Store E,NORTH,ELECTRONICS,Laptop Pro 15,8,138.83,2534.7
2024-05-04,2024.0,5.0,2.0,Saturday,Store E,EAST,ELECTRONICS,Ltp Pro 15,5,1723.59,8617.95
2024-02-06,2024.0,2.0,1.0,Tuesday,Store-A,SOUTH,ELECTRONICS,Ltp Pro 15,9,1386.18,12475.62
2024-11-03,2024.0,11.0,4.0,Sunday,Store B,EAST,ACCESSORIES,Smart Phone X,1,293.98,1518.54
2024-05-06,2024.0,5.0,2.0,Monday,Store-E,WEST,ACCESSORIES,Smartphone X,2,1068.65,2137.3
2024-07-22,2024.0,7.0,3.0,Monday,Store C,EAST,ACCESSORIES,Laptop Pro 15,4,1255.24,990.59
2024-06-20,2024.0,6.0,2.0,Thursday,Store A,WEST,ACCESSORIES,Smartfone X,2,404.72,22.65
2024-08-18,2024.0,8.0,3.0,Sunday,Store C,SOUTH,ACCESSORIES,Laptop Pro - 15,2,819.09,1638.18
2024-09-09,2024.0,9.0,3.0,Monday,Store C,WEST,ACCESSORIES,Smartfone X,8,468.91,3751.28
2024-03-17,2024.0,3.0,1.0,Sunday,Store-E,WEST,ELECTRONICS,Smartphone X,3,1783.37,675.62
2024-09-24,2024.0,9.0,3.0,Tuesday,Store A,EAST,ACCESSORIES,Laptop Pro15,9,1104.13,9937.17
2024-11-05,2024.0,11.0,4.0,Tuesday,Store B,WEST,ELECTRONICS,Tablet,6,1717.01,10302.06
2024-10-07,2024.0,10.0,4.0,Monday,Store-D,SOUTH,ELECTRONICS,Smartfone X,4,1299.99,5199.96
2024-11-14,2024.0,11.0,4.0,Thursday,Store C,WEST,ACCESSORIES,Laptop Pro15,4,1071.06,4961.94
2024-06-21,2024.0,6.0,2.0,Friday,Store-E,NORTH,ACCESSORIES,Ltp Pro 15,2,1770.71,3541.42
2024-07-22,2024.0,7.0,3.0,Monday,Store A,SOUTH,ACCESSORIES,Tablet,9,550.56,2050.34
2024-09-10,2024.0,9.0,3.0,Tuesday,Store B,EAST,ELECTRONICS,Laptop Pro 15,3,650.7,1952.1
2024-07-06,2024.0,7.0,3.0,Saturday,Store-C,NORTH,ACCESSORIES,Laptop Pro - 15,6,1907.01,11442.06
2024-01-22,2024.0,1.0,1.0,Monday,Store-E,SOUTH,ACCESSORIES,Smart Phone X,1,1883.29,1883.29
2024-06-10,2024.0,6.0,2.0,Monday,Store D,EAST,ACCESSORIES,Smartphone X,1,1714.91,1714.91
2024-12-17,2024.0,12.0,4.0,Tuesday,Store-B,EAST,ACCESSORIES,Smartphone X,1,1831.41,2758.07
2024-10-17,2024.0,10.0,4.0,Thursday,Store-D,EAST,ACCESSORIES,Laptop Pro - 15,7,775.93,2147.24
2024-01-24,2024.0,1.0,1.0,Wednesday,Store E,NORTH,ELECTRONICS,Smartfone X,3,1543.24,4629.72
2024-10-01,2024.0,10.0,4.0,Tuesday,Store D,SOUTH,ELECTRONICS,Laptop Pro - 15,9,871.9,7847.1
2024-04-03,2024.0,4.0,2.0,Wednesday,Store-B,EAST,ELECTRONICS,Laptop Pro 15,3,278.24,1647.88
2024-12-02,2024.0,12.0,4.0,Monday,Store B,NORTH,ELECTRONICS,Ltp Pro 15,6,1393.44,8360.64
2024-12-17,2024.0,12.0,4.0,Tuesday,Store-B,WEST,ELECTRONICS,Smart Phone X,2,172.91,345.82
2024-09-11,2024.0,9.0,3.0,Wednesday,Store C,SOUTH,ELECTRONICS,Smartfone X,4,141.92,567.68
2024-02-03,2024.0,2.0,1.0,Saturday,Store B,WEST,ACCESSORIES,Smartfone X,1,777.39,4054.5
2024-06-01,2024.0,6.0,2.0,Saturday,Store E,SOUTH,ELECTRONICS,Smartphone X,8,1926.35,1762.31
2024-06-20,2024.0,6.0,2.0,Thursday,Store-B,EAST,ACCESSORIES,Ltp Pro 15,6,418.16,647.86
2024-10-16,2024.0,10.0,4.0,Wednesday,Store A,WEST,ACCESSORIES,Smartphone X,3,472.99,4297.56
2024-06-03,2024.0,6.0,2.0,Monday,Store D,EAST,ELECTRONICS,Smartphone X,9,1594.22,14347.98
2024-08-05,2024.0,8.0,3.0,Monday,Store B,SOUTH,ELECTRONICS,Smart Phone X,9,318.6,2867.4
2024-11-17,2024.0,11.0,4.0,Sunday,Store-C,EAST,ACCESSORIES,Smartfone X,5,1302.22,6511.1
2024-11-02,2024.0,11.0,4.0,Saturday,Store B,SOUTH,ELECTRONICS,Smartphone X,3,513.84,1541.52
2024-12-07,2024.0,12.0,4.0,Saturday,Store A,NORTH,ELECTRONICS,Tablet,10,205.67,860.9
2024-02-23,2024.0,2.0,1.0,Friday,Store D,NORTH,ELECTRONICS,Tablet Plus,5,1537.28,7686.4
2024-07-13,2024.0,7.0,3.0,Saturday,Store B,NORTH,ELECTRONICS,Laptop Pro - 15,6,1922.66,3216.38
2024-06-22,2024.0,6.0,2.0,Saturday,Store-C,SOUTH,ACCESSORIES,Smart Phone X,10,882.1,8821.0
2024-02-18,2024.0,2.0,1.0,Sunday,Store A,EAST,ELECTRONICS,Tablet,9,394.72,3552.48
2024-01-06,2024.0,1.0,1.0,Saturday,Store D,WEST,ELECTRONICS,Tablet Plus,3,1077.31,3549.33
2024-03-19,2024.0,3.0,1.0,Tuesday,Store-E,SOUTH,ELECTRONICS,Smartphone X,1,531.42,1584.0
2024-04-14,2024.0,4.0,2.0,Sunday,Store A,EAST,ELECTRONICS,Laptop Pro - 15,9,657.22,1380.69
2024-02-13,2024.0,2.0,1.0,Tuesday,Store E,WEST,ELECTRONICS,Smartphone X,3,939.04,2817.12
2024-09-23,2024.0,9.0,3.0,Monday,Store A,WEST,ACCESSORIES,Smartphone X,6,670.38,1443.89
2024-08-25,2024.0,8.0,3.0,Sunday,Store D,WEST,ELECTRONICS,Smartphone X,5,1125.64,5628.2
2024-12-05,2024.0,12.0,4.0,Thursday,Store-A,EAST,ACCESSORIES,Smart Phone X,1,1596.24,1596.24
2024-11-09,2024.0,11.0,4.0,Saturday,Store B,SOUTH,ELECTRONICS,Tablet Plus,8,968.36,7746.88
2024-02-15,2024.0,2.0,1.0,Thursday,Store-D,WEST,ACCESSORIES,Laptop Pro 15,3,749.53,2248.59
2024-12-02,2024.0,12.0,4.0,Monday,Store A,WEST,ACCESSORIES,Laptop Pro15,9,1145.02,4120.75
2024-06-16,2024.0,6.0,2.0,Sunday,Store E,WEST,ELECTRONICS,Tablet,7,145.5,1018.5
2024-12-27,2024.0,12.0,4.0,Friday,Store A,SOUTH,ACCESSORIES,Laptop Pro - 15,3,1039.48,3118.44
2024-06-09,2024.0,6.0,2.0,Sunday,Store D,SOUTH,ACCESSORIES,Smartphone X,10,82.75,554.01
2024-01-27,2024.0,1.0,1.0,Saturday,Store C,WEST,ELECTRONICS,Smartfone X,8,926.98,7415.84
2024-09-25,2024.0,9.0,3.0,Wednesday,Store-D,SOUTH,ACCESSORIES,Smartfone X,4,705.61,1678.07
2024-07-04,2024.0,7.0,3.0,Thursday,Store-E,WEST,ELECTRONICS,Laptop Pro 15,3,23.24,4254.82
2024-07-02,2024.0,7.0,3.0,Tuesday,Store C,WEST,ELECTRONICS,Smartphone X,7,253.9,1375.77
2024-04-11,2024.0,4.0,2.0,Thursday,Store B,NORTH,ACCESSORIES,Smartfone X,2,1784.27,4789.32
2024-07-26,2024.0,7.0,3.0,Friday,Store A,EAST,ACCESSORIES,Tablet Plus,4,1030.67,1822.15
2024-02-08,2024.0,2.0,1.0,Thursday,Store-D,WEST,ACCESSORIES,Smartfone X,3,928.66,2785.98
2024-07-09,2024.0,7.0,3.0,Tuesday,Store-A,EAST,ACCESSORIES,Laptop Pro15,10,493.85,4938.5
