sale_date,store,region,product_name,category,unit_price,quantity,total_sales,notes,last_update,sale_year,sale_month,sale_quarter,weekday
,Store B,NORTH,Smartphone X,,1256.17,10,12561.7,urgent,2024-07-18 00:00,,,,
,Store E,EAST,Tablet Plus,ELECTRONICS,1093.59,6,6561.539999999999,,2024-04-15 00:00,,,,
,Store B,WEST,Laptop Pro15,ELECTRONICS,1031.51,1,1031.51,,,,,,
,Store-E,,Smartfone X,ACCESSORIES,1123.93,10,11239.300000000001,,2024-09-11 00:00,,,,
,Store D,NORTH,Tablet,ACCESSORIES,1885.18,3,5655.54,,02/02/2024 12:00 AM,,,,
,Store-B,,Smart Phone X,ACCESSORIES,1945.39,5,9726.95,,08/23/2024 12:00 AM,,,,
,Store-B,EAST,Ltp Pro 15,ELECTRONICS,1530.47,4,6121.88,urgent,07/30/2024 12:00 AM,,,,
,Store-A,NORTH,Tablet Plus,ACCESSORIES,665.69,2,1331.38,,,,,,
,Store-D,WEST,Laptop Pro - 15,,1254.19,4,5016.76,check later,2024-03-31 00:00,,,,
,Store A,,Laptop Pro 15,ACCESSORIES,1684.69,4,6738.76,urgent,07/21/2024 12:00 AM,,,,
,Store D,SOUTH,Smartphone X,ACCESSORIES,816.43,7,5715.009999999999,,05/30/2024 12:00 AM,,,,
,Store E,NORTH,Smartfone X,ELECTRONICS,1061.2,9,9550.800000000001,promo applied,2024-07-14 00:00,,,,
2024-06-23,Store-D,EAST,Tablet Plus,ELECTRONICS,1301.38,6,7808.280000000001,promo applied,2024-11-22 00:00,2024.0,6.0,2.0,Sunday
2024-08-06,Store-B,,Laptop Pro - 15,ELECTRONICS,1035.96,4,4143.84,,06/08/2024 12:00 AM,2024.0,8.0,3.0,Tuesday
,Store A,,Laptop Pro15,ACCESSORIES,1178.32,4,4713.28,,01/29/2024 12:00 AM,,,,
,Store-C,SOUTH,Tablet,ACCESSORIES,389.65,2,779.3,check later,2024-12-29 00:00,,,,
,Store-A,WEST,Laptop Pro - 15,ELECTRONICS,1087.74,7,7614.18,manual override,10/12/2024 12:00 AM,,,,
,Store D,NORTH,Laptop Pro - 15,ELECTRONICS,1500.21,5,7501.05,,03/30/2024 12:00 AM,,,,
2024-02-02,Store-D,WEST,Laptop Pro15,ACCESSORIES,1321.2,6,7927.200000000001,urgent,08/12/2024 12:00 AM,2024.0,2.0,1.0,Friday
,Store A,EAST,Ltp Pro 15,,1840.31,8,14722.48,promo applied,2024-06-29 00:00,,,,
,Store E,EAST,Laptop Pro 15,ACCESSORIES,1066.77,10,10667.7,,06/27/2024 12:00 AM,,,,
,Store-D,WEST,Laptop Pro 15,ELECTRONICS,1514.76,9,13632.84,,2024-02-29 00:00,,,,
,Store A,NORTH,Smartfone X,ACCESSORIES,854.77,3,2564.31,promo applied,2024-06-16 00:00,,,,
2024-02-28,Store D,,Smartfone X,ACCESSORIES,526.63,9,4739.67,urgent,2024-06-17 00:00,2024.0,2.0,1.0,Wednesday
2024-07-25,Store-E,NORTH,Laptop Pro15,ELECTRONICS,643.64,8,5149.12,urgent,2024-05-19 00:00,2024.0,7.0,3.0,Thursday
,Store E,NORTH,Tablet,ACCESSORIES,1051.63,3,3154.8900000000003,check later,12/09/2024 12:00 AM,,,,
,Store-E,NORTH,Laptop Pro15,ACCESSORIES,1479.87,3,4439.61,promo applied,03/07/2024 12:00 AM,,,,
2024-11-28,Store-E,SOUTH,Smart Phone X,ELECTRONICS,1123.67,2,2247.34,check later,2024-10-09 00:00,2024.0,11.0,4.0,Thursday
,Store-E,SOUTH,Tablet Plus,,280.67,2,561.34,manual override,08/08/2024 12:00 AM,,,,
,Store B,,Laptop Pro 15,,638.45,10,6384.5,urgent,2024-10-10 00:00,,,,
,Store A,SOUTH,Laptop Pro15,ACCESSORIES,1693.49,2,3386.98,,2024-01-01 00:00,,,,
,Store B,EAST,Smartfone X,ACCESSORIES,1261.81,9,11356.289999999999,check later,,,,,
,Store E,EAST,Laptop Pro15,ELECTRONICS,1969.38,8,15755.04,manual override,,,,,
2024-07-06,Store E,EAST,Laptop Pro - 15,,119.05,2,238.1,urgent,03/23/2024 12:00 AM,2024.0,7.0,3.0,Saturday
2024-08-27,Store-D,WEST,Smart Phone X,ELECTRONICS,852.37,1,852.37,,2024-06-27 00:00,2024.0,8.0,3.0,Tuesday
,Store B,SOUTH,Laptop Pro - 15,ACCESSORIES,634.32,2,1268.64,check later,09/09/2024 12:00 AM,,,,
,Store C,NORTH,Laptop Pro15,ACCESSORIES,1620.34,10,16203.4,,2024-12-27 00:00,,,,
,Store D,NORTH,Smartphone X,ACCESSORIES,30.46,1,30.46,,11/06/2024 12:00 AM,,,,
2024-05-09,Store E,NORTH,Laptop Pro - 15,ACCESSORIES,960.68,6,5764.08,,2024-11-29 00:00,2024.0,5.0,2.0,Thursday
,Store A,WEST,Laptop Pro15,ACCESSORIES,1158.99,4,4635.96,,,,,,
,Store-A,SOUTH,Tablet,ELECTRONICS,425.24,10,4252.4,manual override,2024-04-06 00:00,,,,
,Store A,EAST,Smartphone X,ELECTRONICS,1099.53,4,4398.12,urgent,06/08/2024 12:00 AM,,,,
,Store-B,SOUTH,Laptop Pro - 15,ELECTRONICS,175.53,8,1404.24,,2024-04-22 00:00,,,,
,Store-C,WEST,Laptop Pro - 15,ACCESSORIES,1798.14,3,5394.42,manual override,03/10/2024 12:00 AM,,,,
2024-05-29,Store-C,EAST,Laptop Pro - 15,ELECTRONICS,1029.17,6,6175.02,manual override,09/03/2024 12:00 AM,2024.0,5.0,2.0,Wednesday
2024-11-07,Store-B,SOUTH,Smartfone X,ELECTRONICS,1423.98,3,4271.9400000000005,urgent,,2024.0,11.0,4.0,Thursday
2024-05-31,Store B,WEST,Laptop Pro15,ELECTRONICS,121.69,7,851.8299999999999,,05/13/2024 12:00 AM,2024.0,5.0,2.0,Friday
,Store A,NORTH,Smart Phone X,ELECTRONICS,788.59,1,788.59,,2024-09-07 00:00,,,,
,Store-A,EAST,Laptop Pro15,,1188.94,3,3566.82,,08/30/2024 12:00 AM,,,,
2024-09-03,Store C,NORTH,Tablet Plus,ELECTRONICS,589.64,10,5896.4,,2024-07-29 00:00,2024.0,9.0,3.0,Tuesday
,Store-C,SOUTH,Ltp Pro 15,ELECTRONICS,468.91,4,1875.64,urgent,2024-10-03 00:00,,,,
2024-11-24,Store D,NORTH,Ltp Pro 15,ACCESSORIES,1116.58,10,11165.8,,05/30/2024 12:00 AM,2024.0,11.0,4.0,Sunday
,Store A,EAST,Laptop Pro15,ELECTRONICS,555.84,7,3890.88,manual override,2024-05-05 00:00,,,,
2024-01-19,Store C,SOUTH,Smartphone X,,370.63,5,1853.15,check later,2024-08-31 00:00,2024.0,1.0,1.0,Friday
,Store E,EAST,Laptop Pro 15,ACCESSORIES,621.81,5,3109.0499999999997,,,,,,
,Store-B,WEST,Smart Phone X,ELECTRONICS,279.72,5,1398.6000000000001,promo applied,01/13/2024 12:00 AM,,,,
,Store-E,NORTH,Laptop Pro - 15,,192.3,3,576.9000000000001,promo applied,2024-12-07 00:00,,,,
,Store B,WEST,Smartphone X,ACCESSORIES,1159.21,5,5796.05,promo applied,2024-09-25 00:00,,,,
,Store B,WEST,Laptop Pro - 15,ELECTRONICS,1239.27,8,9914.16,manual override,,,,,
,Store-E,WEST,Smartphone X,ACCESSORIES,633.98,6,3803.88,manual override,2024-08-13 00:00,,,,
2024-04-09,Store-A,NORTH,Tablet,,1281.19,7,8968.33,,04/07/2024 12:00 AM,2024.0,4.0,2.0,Tuesday
,Store-B,WEST,Smartphone X,ACCESSORIES,1423.77,8,11390.16,,,,,,
2024-10-13,Store-E,,Tablet Plus,ACCESSORIES,122.64,2,245.28,promo applied,2024-06-25 00:00,2024.0,10.0,4.0,Sunday
,Store-C,WEST,Laptop Pro15,ELECTRONICS,827,4,3308.0,,05/16/2024 12:00 AM,,,,
,Store E,SOUTH,Smartfone X,ELECTRONICS,41.23,7,288.60999999999996,,05/12/2024 12:00 AM,,,,
,Store D,WEST,Laptop Pro 15,ELECTRONICS,300.02,2,600.04,,2024-08-02 00:00,,,,
,Store B,SOUTH,Smartfone X,ACCESSORIES,1709.32,9,15383.88,,12/22/2024 12:00 AM,,,,
2024-02-29,Store C,SOUTH,Smartfone X,ELECTRONICS,953.44,7,6674.08,,05/29/2024 12:00 AM,2024.0,2.0,1.0,Thursday
2024-09-16,Store-A,NORTH,Laptop Pro - 15,ACCESSORIES,72.52,8,580.16,,04/28/2024 12:00 AM,2024.0,9.0,3.0,Monday
2024-03-21,Store A,SOUTH,Laptop Pro15,ELECTRONICS,1450.94,5,7254.700000000001,,02/14/2024 12:00 AM,2024.0,3.0,1.0,Thursday
,Store E,NORTH,Ltp Pro 15,,237.91,10,2379.1,check later,12/25/2024 12:00 AM,,,,
,Store B,,Laptop Pro - 15,ACCESSORIES,297.96,10,2979.6,manual override,02/05/2024 12:00 AM,,,,
,Store-D,EAST,Laptop Pro - 15,ELECTRONICS,576.47,5,2882.3500000000004,,2024-10-09 00:00,,,,
,Store-B,EAST,Smartfone X,,1149.07,5,5745.349999999999,manual override,,,,,
,Store-A,EAST,Laptop Pro15,ACCESSORIES,1107.39,5,5536.950000000001,urgent,2024-11-25 00:00,,,,
,Store D,WEST,Laptop Pro15,ACCESSORIES,552.62,2,1105.24,,,,,,
,Store C,,Laptop Pro15,ACCESSORIES,985.55,10,9855.5,check later,2024-08-31 00:00,,,,
2024-06-30,Store-E,,Smart Phone X,ACCESSORIES,985.08,99,97522.92,promo applied,2024-11-21 00:00,2024.0,6.0,2.0,Sunday
,Store-D,NORTH,Laptop Pro - 15,ACCESSORIES,939.25,1,939.25,check later,07/20/2024 12:00 AM,,,,
2024-12-29,Store C,EAST,Laptop Pro 15,ELECTRONICS,1503.21,6,9019.26,,07/30/2024 12:00 AM,2024.0,12.0,4.0,Sunday
,Store-D,EAST,Smartfone X,ELECTRONICS,1485.79,3,4457.37,urgent,04/27/2024 12:00 AM,,,,
,Store B,SOUTH,Smartphone X,ACCESSORIES,852.63,7,5968.41,,02/01/2024 12:00 AM,,,,
,Store B,SOUTH,Tablet,ELECTRONICS,878.13,5,4390.65,urgent,01/25/2024 12:00 AM,,,,
,Store D,NORTH,Smartfone X,ELECTRONICS,694,9,6246.0,,04/07/2024 12:00 AM,,,,
,Store A,NORTH,Tablet Plus,ACCESSORIES,455.8,10,4558.0,manual override,2024-10-14 00:00,,,,
,Store A,WEST,Smart Phone X,ELECTRONICS,134.78,3,404.34000000000003,,06/18/2024 12:00 AM,,,,
,Store-B,NORTH,Smart Phone X,ACCESSORIES,1810.6,2,3621.2,urgent,05/17/2024 12:00 AM,,,,
,Store-C,EAST,Smartphone X,ACCESSORIES,1590.15,8,12721.2,,04/04/2024 12:00 AM,,,,
,Store A,,Smartphone X,ACCESSORIES,1518.04,3,4554.12,check later,06/03/2024 12:00 AM,,,,
,Store B,NORTH,Ltp Pro 15,ACCESSORIES,80.92,9,728.28,promo applied,12/10/2024 12:00 AM,,,,
,Store-E,,Tablet Plus,ELECTRONICS,886.93,10,8869.3,promo applied,2024-06-14 00:00,,,,
,Store A,NORTH,Tablet Plus,ACCESSORIES,1371.99,7,9603.93,urgent,2024-12-16 00:00,,,,
,Store E,WEST,Tablet,,1211.39,5,6056.950000000001,promo applied,01/18/2024 12:00 AM,,,,
,Store-E,,Ltp Pro 15,ELECTRONICS,1708.83,9,15379.47,urgent,02/05/2024 12:00 AM,,,,
,Store D,WEST,Smartphone X,ACCESSORIES,1901.83,3,5705.49,urgent,06/23/2024 12:00 AM,,,,
,Store-D,EAST,Tablet,ELECTRONICS,576.69,3,1730.0700000000002,,05/25/2024 12:00 AM,,,,
2024-05-10,Store B,,Smart Phone X,ACCESSORIES,1610.34,8,12882.72,,06/27/2024 12:00 AM,2024.0,5.0,2.0,Friday
,Store-C,NORTH,Laptop Pro - 15,ELECTRONICS,1760.75,9,15846.75,check later,2024-07-08 00:00,,,,
2024-01-03,Store C,,Laptop Pro 15,ACCESSORIES,1769.11,1,1769.11,,11/19/2024 12:00 AM,2024.0,1.0,1.0,Wednesday
,Store A,NORTH,Smartfone X,ACCESSORIES,1553.58,9,13982.22,promo applied,2024-05-10 00:00,,,,
,Store-B,,Smart Phone X,,1462.56,1,1462.56,manual override,09/19/2024 12:00 AM,,,,
,Store D,WEST,Tablet Plus,ELECTRONICS,1320.55,1,1320.55,promo applied,2024-09-20 00:00,,,,
,Store D,SOUTH,Tablet Plus,ACCESSORIES,1616.03,8,12928.24,,01/09/2024 12:00 AM,,,,
,Store C,SOUTH,Laptop Pro 15,ELECTRONICS,530.65,2,1061.3,check later,,,,,
2024-03-27,Store C,EAST,Tablet Plus,ELECTRONICS,583.89,1,583.89,,05/18/2024 12:00 AM,2024.0,3.0,1.0,Wednesday
2024-02-19,Store D,EAST,Tablet Plus,ELECTRONICS,754.89,7,5284.23,promo applied,,2024.0,2.0,1.0,Monday
,Store-C,WEST,Ltp Pro 15,ELECTRONICS,343.93,4,1375.72,,06/30/2024 12:00 AM,,,,
,Store-A,,Laptop Pro - 15,ACCESSORIES,1917.58,8,15340.64,urgent,2024-04-16 00:00,,,,
2024-02-13,Store D,SOUTH,Tablet,ELECTRONICS,721.16,2,1442.32,promo applied,10/13/2024 12:00 AM,2024.0,2.0,1.0,Tuesday
,Store-A,NORTH,Ltp Pro 15,,1702.22,6,10213.32,,12/08/2024 12:00 AM,,,,
2024-01-01,Store D,SOUTH,Smartphone X,ACCESSORIES,1395.76,8,11166.08,,2024-08-13 00:00,2024.0,1.0,1.0,Monday
2024-06-30,Store-B,NORTH,Laptop Pro - 15,,1717.5,10,17175.0,,07/02/2024 12:00 AM,2024.0,6.0,2.0,Sunday
,Store-E,SOUTH,Tablet,ACCESSORIES,1603.4,7,11223.800000000001,urgent,2024-07-21 00:00,,,,
,Store C,,Laptop Pro 15,ELECTRONICS,1916.44,7,13415.08,,07/31/2024 12:00 AM,,,,
2024-02-09,Store B,SOUTH,Ltp Pro 15,ELECTRONICS,1647.01,1,1647.01,,2024-06-25 00:00,2024.0,2.0,1.0,Friday
,Store B,SOUTH,Laptop Pro 15,ACCESSORIES,1039.37,2,2078.74,urgent,2024-08-22 00:00,,,,
,Store-B,EAST,Ltp Pro 15,ACCESSORIES,1768.3,10,17683.0,promo applied,,,,,
,Store-E,EAST,Smartfone X,ACCESSORIES,545.05,6,3270.2999999999997,,,,,,
,Store A,WEST,Ltp Pro 15,ELECTRONICS,352.7,7,2468.9,promo applied,,,,,
,Store E,EAST,Laptop Pro15,ACCESSORIES,444.29,3,1332.8700000000001,urgent,05/06/2024 12:00 AM,,,,
,Store E,EAST,Tablet Plus,ACCESSORIES,401.74,9,3615.66,,01/11/2024 12:00 AM,,,,
,Store C,WEST,Smart Phone X,ELECTRONICS,1588.56,9,14297.039999999999,manual override,2024-09-22 00:00,,,,
,Store-E,NORTH,Laptop Pro15,ACCESSORIES,1845.48,3,5536.4400000000005,promo applied,2024-08-29 00:00,,,,
,Store D,NORTH,Laptop Pro15,ACCESSORIES,1435.07,7,10045.49,,2024-05-14 00:00,,,,
,Store B,WEST,Smart Phone X,ELECTRONICS,1245.74,3,3737.2200000000003,,2024-11-05 00:00,,,,
,Store A,WEST,Laptop Pro - 15,ACCESSORIES,686.17,6,4117.0199999999995,promo applied,,,,,
,Store C,NORTH,Laptop Pro 15,,801.61,2,1603.22,check later,2024-11-19 00:00,,,,
2024-11-22,Store D,SOUTH,Smart Phone X,ELECTRONICS,114.21,6,685.26,urgent,,2024.0,11.0,4.0,Friday
,Store C,NORTH,Smartphone X,ACCESSORIES,114.69,7,802.8299999999999,urgent,08/29/2024 12:00 AM,,,,
,Store-C,SOUTH,Smartfone X,,738.94,7,5172.58,urgent,2024-02-24 00:00,,,,
2024-01-02,Store D,WEST,Laptop Pro 15,ACCESSORIES,899.9,6,5399.4,,2024-05-20 00:00,2024.0,1.0,1.0,Tuesday
,Store-D,NORTH,Tablet,ACCESSORIES,316.71,1,316.71,manual override,2024-04-22 00:00,,,,
,Store C,SOUTH,Tablet,ACCESSORIES,138.39,5,691.9499999999999,,2024-01-30 00:00,,,,
2024-11-18,Store-E,SOUTH,Ltp Pro 15,ACCESSORIES,659.26,4,2637.04,check later,,2024.0,11.0,4.0,Monday
,Store B,SOUTH,Laptop Pro15,,1336.4,4,5345.6,promo applied,2024-01-14 00:00,,,,
2024-04-05,Store E,,Laptop Pro - 15,ELECTRONICS,640.11,3,1920.33,,02/01/2024 12:00 AM,2024.0,4.0,2.0,Friday
,Store C,,Smartphone X,ELECTRONICS,356.68,2,713.36,promo applied,2024-04-29 00:00,,,,
,Store C,SOUTH,Laptop Pro15,,1137.2,9,10234.800000000001,,01/28/2024 12:00 AM,,,,
,Store-D,SOUTH,Tablet,ELECTRONICS,13.62,10,136.2,,2024-04-20 00:00,,,,
2024-07-10,Store-A,SOUTH,Smartfone X,ELECTRONICS,952.66,8,7621.28,promo applied,2024-01-29 00:00,2024.0,7.0,3.0,Wednesday
2024-12-21,Store A,WEST,Smart Phone X,ACCESSORIES,1799.91,1,1799.91,urgent,,2024.0,12.0,4.0,Saturday
,Store D,SOUTH,Ltp Pro 15,ACCESSORIES,1085.39,2,2170.78,,2024-03-04 00:00,,,,
2024-11-15,Store E,EAST,Laptop Pro 15,,1653.7,1,1653.7,,2024-04-12 00:00,2024.0,11.0,4.0,Friday
,Store D,WEST,Laptop Pro15,ELECTRONICS,72.32,3,216.95999999999998,,2024-12-30 00:00,,,,
,Store-E,EAST,Laptop Pro15,ACCESSORIES,286.14,10,2861.3999999999996,manual override,03/01/2024 12:00 AM,,,,
2024-04-08,Store A,,Smartfone X,ACCESSORIES,73.43,2,146.86,check later,2024-07-27 00:00,2024.0,4.0,2.0,Monday
2024-10-23,Store A,EAST,Ltp Pro 15,,708.52,10,7085.2,promo applied,2024-12-13 00:00,2024.0,10.0,4.0,Wednesday
,Store-A,WEST,Smart Phone X,ELECTRONICS,1114.38,9,10029.420000000002,urgent,05/31/2024 12:00 AM,,,,
,Store-D,EAST,Smartfone X,,1278.99,6,7673.9400000000005,,,,,,
,Store B,WEST,Laptop Pro 15,,383.72,6,2302.32,urgent,2024-04-14 00:00,,,,
,Store E,SOUTH,Smartfone X,ACCESSORIES,1257.96,5,6289.8,,2024-09-04 00:00,,,,
2024-03-29,Store A,EAST,Tablet,ACCESSORIES,1613.67,7,11295.69,check later,10/21/2024 12:00 AM,2024.0,3.0,1.0,Friday
,Store-B,,Smartphone X,ELECTRONICS,216.6,8,1732.8,,03/23/2024 12:00 AM,,,,
,Store C,SOUTH,Smartphone X,ACCESSORIES,1064.64,1,1064.64,promo applied,06/22/2024 12:00 AM,,,,
,Store-D,,Smartfone X,ELECTRONICS,1193.52,5,5967.6,manual override,12/03/2024 12:00 AM,,,,
,Store-C,WEST,Ltp Pro 15,ELECTRONICS,109.73,5,548.65,urgent,02/26/2024 12:00 AM,,,,
,Store A,WEST,Smart Phone X,ACCESSORIES,480.62,3,1441.8600000000001,,2024-08-09 00:00,,,,
2024-01-06,Store-E,SOUTH,Smartfone X,ACCESSORIES,1251.46,7,8760.220000000001,,03/12/2024 12:00 AM,2024.0,1.0,1.0,Saturday
2024-11-23,Store E,WEST,Laptop Pro - 15,ELECTRONICS,204.87,1,204.87,promo applied,04/29/2024 12:00 AM,2024.0,11.0,4.0,Saturday
,Store A,,Laptop Pro - 15,,1503.99,4,6015.96,,2024-12-29 00:00,,,,
,Store-B,,Ltp Pro 15,ELECTRONICS,1022.6,2,2045.2,urgent,,,,,
2024-10-21,Store D,WEST,Smart Phone X,ACCESSORIES,1270.07,10,12700.699999999999,manual override,2024-11-30 00:00,2024.0,10.0,4.0,Monday
,Store-A,,Ltp Pro 15,ACCESSORIES,1784.31,7,12490.17,check later,2024-09-04 00:00,,,,
2024-11-25,Store A,EAST,Smartfone X,ELECTRONICS,1626.32,10,16263.199999999999,promo applied,08/08/2024 12:00 AM,2024.0,11.0,4.0,Monday
,Store-A,EAST,Ltp Pro 15,ELECTRONICS,1594.44,8,12755.52,,2024-10-23 00:00,,,,
,Store C,,Tablet Plus,ACCESSORIES,190.24,5,951.2,check later,2024-02-18 00:00,,,,
,Store-A,SOUTH,Smart Phone X,ELECTRONICS,492.91,1,492.91,,,,,,
,Store-C,WEST,Tablet,ACCESSORIES,241.3,3,723.9000000000001,manual override,12/15/2024 12:00 AM,,,,
,Store-D,,Laptop Pro - 15,ELECTRONICS,1808.57,8,14468.56,manual override,12/17/2024 12:00 AM,,,,
,Store A,EAST,Laptop Pro15,ELECTRONICS,432.58,3,1297.74,manual override,2024-11-18 00:00,,,,
,Store-E,WEST,Tablet Plus,ACCESSORIES,1206.19,5,6030.950000000001,check later,12/21/2024 12:00 AM,,,,
,Store A,WEST,Smart Phone X,ACCESSORIES,293.02,2,586.04,,2024-10-01 00:00,,,,
,Store-D,NORTH,Smart Phone X,ELECTRONICS,1456.31,9,13106.789999999999,check later,03/18/2024 12:00 AM,,,,
,Store A,WEST,Smartphone X,ELECTRONICS,783.12,9,7048.08,promo applied,2024-06-09 00:00,,,,
2024-01-30,Store-B,WEST,Tablet Plus,ELECTRONICS,960.1,10,9601.0,manual override,2024-03-01 00:00,2024.0,1.0,1.0,Tuesday
,Store E,EAST,Smart Phone X,ELECTRONICS,743.39,2,1486.78,check later,2024-04-10 00:00,,,,
,Store A,WEST,Laptop Pro 15,ACCESSORIES,495.74,3,1487.22,,2024-12-13 00:00,,,,
2024-06-24,Store D,EAST,Laptop Pro 15,ELECTRONICS,1589.8,10,15898.0,urgent,03/05/2024 12:00 AM,2024.0,6.0,2.0,Monday
,Store C,,Laptop Pro15,ACCESSORIES,1311.47,2,2622.94,,,,,,
,Store-B,SOUTH,Tablet Plus,ACCESSORIES,1856.99,4,7427.96,urgent,2024-07-08 00:00,,,,
,Store D,EAST,Ltp Pro 15,ACCESSORIES,781.11,3,2343.33,check later,2024-01-16 00:00,,,,
,Store-E,SOUTH,Tablet,ACCESSORIES,268.87,8,2150.96,,2024-06-04 00:00,,,,
,Store D,EAST,Smartfone X,,130,5,650.0,,01/24/2024 12:00 AM,,,,
,Store-A,SOUTH,Smartphone X,ACCESSORIES,1781.97,7,12473.79,manual override,,,,,
,Store D,NORTH,Ltp Pro 15,ACCESSORIES,1395.14,7,9765.980000000001,manual override,,,,,
2024-02-13,Store-E,NORTH,Tablet,ELECTRONICS,1857.92,5,9289.6,,12/14/2024 12:00 AM,2024.0,2.0,1.0,Tuesday
2024-06-07,Store D,WEST,Smartfone X,ELECTRONICS,1960.15,5,9800.75,,,2024.0,6.0,2.0,Friday
,Store-E,WEST,Laptop Pro - 15,ELECTRONICS,976.59,4,3906.36,promo applied,09/19/2024 12:00 AM,,,,
,Store-E,WEST,Smart Phone X,,973.71,1,973.71,check later,2024-09-21 00:00,,,,
,Store B,WEST,Laptop Pro15,ELECTRONICS,918.56,7,6429.92,check later,01/08/2024 12:00 AM,,,,
2024-09-03,Store-A,EAST,Smartfone X,ELECTRONICS,968.75,3,2906.25,check later,2024-10-16 00:00,2024.0,9.0,3.0,Tuesday
,Store-C,,Laptop Pro - 15,ELECTRONICS,487.15,8,3897.2,check later,2024-10-01 00:00,,,,
,Store B,EAST,Smartfone X,,960.62,8,7684.96,,,,,,
,Store E,WEST,Laptop Pro15,ELECTRONICS,391.19,8,3129.52,,03/16/2024 12:00 AM,,,,
,Store-A,SOUTH,Smartphone X,ELECTRONICS,1112.31,9,10010.789999999999,manual override,2024-03-04 00:00,,,,
2024-07-19,Store-E,SOUTH,Smart Phone X,,1836.94,10,18369.4,,2024-10-05 00:00,2024.0,7.0,3.0,Friday
,Store D,EAST,Smart Phone X,ELECTRONICS,1658.94,4,6635.76,promo applied,,,,,
,Store D,NORTH,Laptop Pro15,ACCESSORIES,1751.71,10,17517.1,check later,2024-09-21 00:00,,,,
2024-04-11,Store-D,EAST,Smartphone X,ELECTRONICS,817.39,7,5721.73,check later,02/05/2024 12:00 AM,2024.0,4.0,2.0,Thursday
,Store B,SOUTH,Laptop Pro 15,ACCESSORIES,574.07,2,1148.14,urgent,2024-01-01 00:00,,,,
,Store A,EAST,Laptop Pro15,ELECTRONICS,1987.88,4,7951.52,check later,2024-11-25 00:00,,,,
,Store A,SOUTH,Tablet,ACCESSORIES,1953.69,6,11722.14,,07/23/2024 12:00 AM,,,,
,Store B,WEST,Tablet Plus,,25.56,6,153.35999999999999,,03/15/2024 12:00 AM,,,,
,Store D,SOUTH,Smart Phone X,ACCESSORIES,1371.17,6,8227.02,promo applied,2024-03-03 00:00,,,,
,Store-D,NORTH,Smartphone X,ELECTRONICS,828.87,6,4973.22,manual override,2024-02-26 00:00,,,,
,Store C,NORTH,Tablet Plus,ACCESSORIES,509.89,10,5098.9,urgent,2024-05-19 00:00,,,,
2024-09-14,Store C,EAST,Laptop Pro - 15,ELECTRONICS,850.87,8,6806.96,,12/16/2024 12:00 AM,2024.0,9.0,3.0,Saturday
,Store-A,,Laptop Pro - 15,ACCESSORIES,121.94,2,243.88,manual override,09/04/2024 12:00 AM,,,,
,Store E,SOUTH,Tablet,ELECTRONICS,1791.75,10,17917.5,check later,07/22/2024 12:00 AM,,,,
2024-09-07,Store-C,EAST,Ltp Pro 15,ELECTRONICS,831.9,6,4991.4,promo applied,12/02/2024 12:00 AM,2024.0,9.0,3.0,Saturday
,Store E,WEST,Smartphone X,ELECTRONICS,1140.43,10,11404.300000000001,urgent,2024-08-16 00:00,,,,
,Store B,SOUTH,Smartphone X,ELECTRONICS,469.65,5,2348.25,urgent,10/08/2024 12:00 AM,,,,
2024-11-17,Store A,WEST,Laptop Pro15,ACCESSORIES,1714.58,6,10287.48,,10/01/2024 12:00 AM,2024.0,11.0,4.0,Sunday
2024-06-24,Store-A,WEST,Laptop Pro 15,ELECTRONICS,767.98,6,4607.88,,08/29/2024 12:00 AM,2024.0,6.0,2.0,Monday
,Store E,WEST,Smartphone X,ELECTRONICS,912.83,6,5476.9800000000005,,2024-04-04 00:00,,,,
,Store E,,Tablet,ELECTRONICS,342.37,6,2054.2200000000003,,2024-05-24 00:00,,,,
2024-12-08,Store-D,NORTH,Tablet Plus,ACCESSORIES,1479.56,10,14795.599999999999,check later,10/07/2024 12:00 AM,2024.0,12.0,4.0,Sunday
,Store-B,EAST,Smartfone X,ELECTRONICS,1960.94,9,17648.46,,02/03/2024 12:00 AM,,,,
,Store B,WEST,Smartphone X,ELECTRONICS,1966.33,4,7865.32,,,,,,
,Store C,EAST,Smartfone X,ELECTRONICS,781.32,9,7031.88,check later,05/30/2024 12:00 AM,,,,
2024-04-11,Store-B,EAST,Smart Phone X,ELECTRONICS,787.64,9,7088.76,check later,2024-04-09 00:00,2024.0,4.0,2.0,Thursday
,Store D,SOUTH,Laptop Pro15,ELECTRONICS,1066.87,9,9601.829999999998,,2024-11-10 00:00,,,,
,Store-C,SOUTH,Laptop Pro 15,ELECTRONICS,610.29,5,3051.45,manual override,2024-05-09 00:00,,,,
2024-09-22,Store-B,EAST,Laptop Pro15,ELECTRONICS,292.01,5,1460.05,check later,02/02/2024 12:00 AM,2024.0,9.0,3.0,Sunday
,Store A,NORTH,Laptop Pro - 15,ACCESSORIES,1160.63,6,6963.780000000001,urgent,2024-11-24 00:00,,,,
,Store B,SOUTH,Tablet Plus,,993.06,6,5958.36,promo applied,12/23/2024 12:00 AM,,,,
,Store-C,EAST,Smart Phone X,ELECTRONICS,1537.96,6,9227.76,manual override,06/27/2024 12:00 AM,,,,
,Store D,EAST,Tablet Plus,,1851.07,1,1851.07,promo applied,05/10/2024 12:00 AM,,,,
,Store E,,Laptop Pro15,ACCESSORIES,1352.35,10,13523.5,,2024-05-01 00:00,,,,
